	GENE	ctrl_mean_reads	mean_fc	eb_std	zscore	std sgRNAs/gene	numObs
CCDC106-1	CCDC106	1468.000	-0.033	0.410	-0.081	0.418	5.000
LRRN1-1	LRRN1	1467.667	0.107	0.410	0.260	0.177	5.000
PHF19-1	PHF19	1467.333	-0.207	0.410	-0.505	0.257	5.000
PCTP-5	PCTP	1467.000	0.036	0.410	0.088	0.227	5.000
ATP9A-5	ATP9A	1466.667	0.015	0.410	0.037	0.212	5.000
INVS-4	INVS	1466.000	-0.105	0.410	-0.256	0.160	5.000
FOXRED2-2	FOXRED2	1465.667	-0.102	0.410	-0.250	0.168	5.000
HPRT1-1	HPRT1	1465.667	0.081	0.410	0.196	0.323	5.000
HYPM-4	HYPM	1464.333	-0.074	0.410	-0.180	0.279	5.000
SORBS1-1	SORBS1	1464.000	0.019	0.410	0.047	0.372	5.000
SLC38A4-5	SLC38A4	1462.333	-0.014	0.410	-0.033	0.298	5.000
KIAA1522-2	KIAA1522	1461.333	0.373	0.410	0.908	0.307	5.000
DTHD1-1	DTHD1	1461.333	-0.184	0.410	-0.449	0.229	5.000
KIAA1804-3	KIAA1804	1461.000	0.026	0.410	0.063	0.245	5.000
chr4_9	chr4_9	1460.667	-0.150	0.410	-0.366	0.000	1.000
EIF2AK1-3	EIF2AK1	1460.333	0.169	0.410	0.412	0.374	5.000
EP300-2	EP300	1459.000	0.818	0.410	1.993	0.496	5.000
PRKG1-3	PRKG1	1458.667	0.044	0.410	0.107	0.227	5.000
ADAM9-2	ADAM9	1458.333	0.274	0.410	0.667	0.338	5.000
STX16-2	STX16	1457.667	-0.249	0.410	-0.606	0.300	5.000
SMIM18-3	SMIM18	1457.667	0.096	0.410	0.234	0.143	5.000
MFHAS1-5	MFHAS1	1457.333	-0.020	0.410	-0.049	0.873	5.000
GNG4-3	GNG4	1457.000	-0.074	0.410	-0.180	0.170	5.000
RLN2-4	RLN2	1455.333	0.093	0.410	0.226	0.199	5.000
MSANTD4-1	MSANTD4	1455.000	-0.078	0.410	-0.190	0.670	5.000
ZNF223-2	ZNF223	1454.000	0.100	0.410	0.243	0.224	5.000
OR6N2-4	OR6N2	1453.667	0.177	0.410	0.432	0.319	5.000
CANT1-3	CANT1	1453.667	1.474	0.410	3.592	1.389	5.000
PANO1-3	PANO1	1453.667	-0.209	0.410	-0.509	0.233	5.000
FBXO34-5	FBXO34	1453.667	-0.247	0.410	-0.602	0.224	5.000
NANOS1-2	NANOS1	1453.000	-0.102	0.410	-0.248	0.351	5.000
MGAT3-1	MGAT3	1452.667	-0.063	0.410	-0.153	0.231	5.000
chr16_6	chr16_6	1451.667	0.048	0.410	0.117	0.000	1.000
TRIM36-2	TRIM36	1451.667	-0.021	0.410	-0.052	0.382	5.000
PLCB2-4	PLCB2	1451.333	0.216	0.410	0.526	0.200	5.000
DFNB59-5	DFNB59	1451.333	0.085	0.410	0.207	0.511	5.000
PROX1-4	PROX1	1451.000	0.377	0.410	0.918	0.219	5.000
KANK3-1	KANK3	1451.000	0.061	0.410	0.149	0.445	5.000
C10orf82-3	C10orf82	1450.667	0.196	0.410	0.478	0.230	5.000
KCNN2-3	KCNN2	1450.333	-0.085	0.410	-0.208	0.241	5.000
CRISPLD2-2	CRISPLD2	1449.667	0.374	0.410	0.911	0.330	5.000
NEUROD2-4	NEUROD2	1449.667	0.220	0.410	0.537	0.520	5.000
PNRC1-1	PNRC1	1449.667	0.105	0.410	0.255	0.345	5.000
chrX_2	chrX_2	1449.667	0.193	0.410	0.472	0.000	1.000
B3GNT5-4	B3GNT5	1449.333	0.023	0.410	0.057	0.230	5.000
EYS-2	EYS	1449.333	0.213	0.410	0.519	0.248	5.000
DNAJB5-4	DNAJB5	1447.667	-0.229	0.410	-0.559	0.513	5.000
PABPC4-2	PABPC4	1447.667	0.241	0.410	0.587	0.292	5.000
CEACAM20-5	CEACAM20	1447.000	-0.258	0.410	-0.628	0.387	5.000
RIT1-4	RIT1	1447.000	-0.136	0.410	-0.332	0.290	5.000
KIAA1804-1	KIAA1804	1446.000	-0.033	0.410	-0.080	0.245	5.000
ERCC1-2	ERCC1	1445.667	-3.973	0.410	-9.684	3.833	5.000
MGAT3-5	MGAT3	1445.000	0.021	0.410	0.051	0.231	5.000
HMGB3-3	HMGB3	1445.000	0.532	0.410	1.297	0.440	5.000
PHC3-5	PHC3	1445.000	0.044	0.410	0.108	0.177	5.000
MLH1-3	MLH1	1443.000	0.071	0.410	0.173	0.261	5.000
USP20-3	USP20	1443.000	0.074	0.410	0.181	0.270	5.000
C7orf69-2	C7orf69	1442.333	-0.011	0.410	-0.028	0.275	5.000
TBX10-2	TBX10	1442.000	-0.204	0.410	-0.497	0.409	5.000
TCF7-1	TCF7	1441.667	0.143	0.410	0.349	0.233	5.000
chr9_2	chr9_2	1441.333	-0.106	0.410	-0.259	0.000	1.000
HS3ST4-2	HS3ST4	1441.333	0.044	0.410	0.106	0.356	5.000
NCOA1-2	NCOA1	1440.667	-0.266	0.410	-0.648	0.413	5.000
chr4_4	chr4_4	1440.667	-0.067	0.410	-0.164	0.000	1.000
DNAJB5-3	DNAJB5	1440.000	-0.469	0.410	-1.142	0.513	5.000
TGIF2-4	TGIF2	1439.667	-0.430	0.410	-1.047	0.368	5.000
HPRT1-3	HPRT1	1439.000	0.058	0.410	0.140	0.323	5.000
CRHR2-2	CRHR2	1438.667	-0.080	0.410	-0.196	0.083	5.000
MSH6-4	MSH6	1438.667	0.134	0.410	0.327	0.190	5.000
CHGA-3	CHGA	1438.333	0.051	0.410	0.125	0.125	5.000
KIAA1549L-1	KIAA1549L	1437.000	-0.222	0.410	-0.542	0.212	5.000
chr1_6	chr1_6	1436.667	0.040	0.410	0.096	0.000	1.000
SYTL4-3	SYTL4	1436.667	-0.136	0.410	-0.331	0.393	5.000
TMEM159-3	TMEM159	1436.000	-0.100	0.410	-0.243	0.346	5.000
BCOR-5	BCOR	1435.667	0.021	0.410	0.050	0.224	5.000
NCKIPSD-5	NCKIPSD	1435.333	0.320	0.410	0.780	0.388	5.000
ASPRV1-2	ASPRV1	1435.000	-0.089	0.410	-0.216	0.299	5.000
AADAT-5	AADAT	1435.000	0.113	0.410	0.275	0.173	5.000
UCN2-1	UCN2	1435.000	0.256	0.410	0.624	0.246	5.000
BPIFB6-1	BPIFB6	1434.667	-0.176	0.410	-0.429	0.397	5.000
NMUR2-2	NMUR2	1434.667	-0.207	0.410	-0.503	0.276	5.000
chr1_11	chr1_11	1434.000	0.249	0.410	0.607	0.000	1.000
KANK3-4	KANK3	1434.000	-0.056	0.410	-0.136	0.445	5.000
CCDC106-3	CCDC106	1433.000	0.015	0.410	0.036	0.418	5.000
ASTE1-5	ASTE1	1433.000	0.233	0.410	0.567	0.319	5.000
CPNE9-1	CPNE9	1432.333	0.034	0.410	0.084	0.335	5.000
chr3_9	chr3_9	1432.333	0.011	0.410	0.028	0.000	1.000
GNA11-1	GNA11	1432.000	0.325	0.410	0.792	0.656	5.000
chr8_7	chr8_7	1430.667	-0.073	0.410	-0.177	0.000	1.000
PFKL-3	PFKL	1430.333	0.039	0.410	0.094	0.300	5.000
PCYT1A-4	PCYT1A	1429.333	-0.663	0.410	-1.617	2.319	5.000
COPS8-2	COPS8	1428.333	-1.498	0.410	-3.651	1.295	5.000
chr21_8	chr21_8	1427.333	-0.040	0.410	-0.098	0.000	1.000
SHC2-3	SHC2	1427.333	-0.104	0.410	-0.253	0.393	5.000
chr7_2	chr7_2	1427.000	0.049	0.410	0.119	0.000	1.000
chr6_8	chr6_8	1426.667	-0.028	0.410	-0.069	0.000	1.000
MLH3-1	MLH3	1426.667	-0.110	0.410	-0.269	0.272	5.000
MAML1-1	MAML1	1426.333	0.221	0.410	0.538	0.452	5.000
GGA3-4	GGA3	1426.000	0.124	0.410	0.301	0.258	5.000
F10-1	F10	1425.333	0.011	0.410	0.027	0.175	5.000
TGIF2-2	TGIF2	1423.333	-0.522	0.410	-1.272	0.368	5.000
chr21_11	chr21_11	1422.333	-0.224	0.410	-0.546	0.000	1.000
RAB2B-5	RAB2B	1421.667	0.147	0.410	0.357	0.176	5.000
chr14_6	chr14_6	1421.667	-0.075	0.410	-0.183	0.000	1.000
RIMS4-2	RIMS4	1421.667	0.034	0.410	0.082	0.243	5.000
VNN2-3	VNN2	1421.333	-0.259	0.410	-0.630	0.399	5.000
OLFML3-3	OLFML3	1421.333	0.093	0.410	0.226	0.096	5.000
ST6GAL2-1	ST6GAL2	1420.667	-0.032	0.410	-0.079	0.136	5.000
ALDH1A3-4	ALDH1A3	1420.667	0.178	0.410	0.433	0.182	5.000
CC2D2B-4	CC2D2B	1420.667	0.132	0.410	0.323	0.311	5.000
YIPF4-3	YIPF4	1420.333	0.089	0.410	0.218	0.244	5.000
KIF20B-4	KIF20B	1419.667	0.056	0.410	0.137	0.148	5.000
WNK2-4	WNK2	1419.667	-0.041	0.410	-0.099	0.301	5.000
MCRIP2-2	MCRIP2	1419.333	-0.220	0.410	-0.537	0.555	5.000
KIAA1549L-5	KIAA1549L	1419.333	-0.118	0.410	-0.289	0.212	5.000
ROCK2-3	ROCK2	1418.667	0.035	0.410	0.086	0.444	5.000
VIPR2-1	VIPR2	1418.333	-0.156	0.410	-0.380	0.176	5.000
GABRA2-3	GABRA2	1418.333	-0.230	0.410	-0.560	0.439	5.000
TMEM236-4	TMEM236	1418.000	0.070	0.410	0.171	0.259	5.000
LRRN1-3	LRRN1	1417.667	0.140	0.410	0.341	0.177	5.000
PABPC1L-4	PABPC1L	1417.333	-0.668	0.410	-1.628	0.636	5.000
ZFP36L2-4	ZFP36L2	1416.000	-0.029	0.410	-0.070	0.102	5.000
CPLX2-5	CPLX2	1416.000	-0.162	0.410	-0.395	0.353	5.000
MRPS26-3	MRPS26	1415.000	-0.766	0.410	-1.866	1.214	5.000
HDHD3-1	HDHD3	1414.000	-0.210	0.410	-0.511	0.479	5.000
RSF1-1	RSF1	1414.000	0.678	0.410	1.654	0.925	5.000
THPO-2	THPO	1413.333	-0.090	0.410	-0.219	0.256	5.000
EEF1B2-3	EEF1B2	1413.333	-0.057	0.410	-0.138	0.482	5.000
chr4_6	chr4_6	1412.000	0.234	0.410	0.570	0.000	1.000
MSH4-3	MSH4	1411.333	-0.057	0.410	-0.140	0.272	5.000
chr21_9	chr21_9	1411.000	0.067	0.410	0.163	0.000	1.000
chr8_5	chr8_5	1410.333	0.086	0.410	0.209	0.000	1.000
CEP78-1	CEP78	1410.000	-0.020	0.410	-0.048	0.301	5.000
chr5_2	chr5_2	1409.000	0.091	0.410	0.222	0.000	1.000
RPS7-2	RPS7	1409.000	0.055	0.410	0.134	0.783	5.000
BSPH1-5	BSPH1	1408.667	0.106	0.410	0.259	0.183	5.000
SOCS7-4	SOCS7	1408.333	-0.472	0.410	-1.151	0.484	5.000
CDRT4-2	CDRT4	1408.000	-0.172	0.410	-0.420	0.173	5.000
ZNF485-4	ZNF485	1407.667	-0.369	0.413	-0.894	0.558	5.000
CHGA-2	CHGA	1407.333	-0.046	0.413	-0.112	0.125	5.000
BPIFB6-2	BPIFB6	1407.000	-0.203	0.413	-0.492	0.397	5.000
TRABD-1	TRABD	1406.333	-0.206	0.413	-0.500	0.235	5.000
WNK2-5	WNK2	1406.333	-0.335	0.413	-0.811	0.301	5.000
UGT1A7-2	UGT1A7	1406.000	0.121	0.413	0.293	0.343	5.000
MPP3-5	MPP3	1406.000	-0.055	0.413	-0.132	0.135	5.000
CLDN7-5	CLDN7	1405.667	-0.065	0.413	-0.157	0.392	5.000
INO80C-5	INO80C	1405.667	-0.208	0.413	-0.505	0.494	5.000
KDM3A-5	KDM3A	1405.667	-0.211	0.413	-0.510	0.362	5.000
chr10_10	chr10_10	1405.667	0.119	0.413	0.289	0.000	1.000
CEACAM3-3	CEACAM3	1405.333	-0.060	0.413	-0.146	0.211	5.000
KIAA1804-4	KIAA1804	1403.333	-0.221	0.413	-0.535	0.245	5.000
RPL9-4	RPL9	1402.667	0.094	0.413	0.227	0.932	5.000
NEURL1-1	NEURL1	1402.000	-0.128	0.413	-0.310	0.260	5.000
LY6G5C-2	LY6G5C	1401.333	0.206	0.413	0.498	0.260	5.000
CST1-2	CST1	1398.667	0.164	0.413	0.398	0.313	5.000
ROCK2-2	ROCK2	1397.667	-0.412	0.413	-0.998	0.444	5.000
AXIN2-5	AXIN2	1396.000	0.449	0.413	1.087	0.426	5.000
ZCCHC10-3	ZCCHC10	1396.000	0.107	0.413	0.259	0.386	5.000
RPA2-2	RPA2	1395.667	-0.431	0.413	-1.044	0.699	5.000
TGFBR2-1	TGFBR2	1395.333	0.071	0.413	0.172	0.106	5.000
NCK2-4	NCK2	1395.000	0.003	0.413	0.008	0.083	5.000
ATF6B-3	ATF6B	1394.000	-0.042	0.413	-0.101	0.124	5.000
RBPJL-1	RBPJL	1393.667	-0.352	0.413	-0.853	0.407	5.000
DNAH3-2	DNAH3	1391.000	0.070	0.413	0.170	0.223	5.000
RHOG-2	RHOG	1391.000	-0.323	0.413	-0.782	0.220	5.000
RMI1-3	RMI1	1389.667	-0.308	0.413	-0.745	3.809	5.000
PRKG1-2	PRKG1	1389.667	0.233	0.413	0.564	0.227	5.000
RSPH14-2	RSPH14	1389.667	0.005	0.413	0.013	0.080	5.000
CPT2-2	CPT2	1389.333	0.082	0.413	0.198	0.129	5.000
ABLIM3-4	ABLIM3	1388.333	-0.228	0.413	-0.551	0.342	5.000
PHF19-4	PHF19	1388.333	-0.447	0.413	-1.082	0.257	5.000
BCOR-4	BCOR	1388.000	0.074	0.413	0.178	0.224	5.000
ZBTB18-2	ZBTB18	1388.000	-0.046	0.413	-0.112	0.315	5.000
CLEC14A-3	CLEC14A	1387.667	-0.065	0.413	-0.158	0.276	5.000
chr20_9	chr20_9	1386.333	0.279	0.413	0.677	0.000	1.000
HDAC5-1	HDAC5	1386.000	0.061	0.413	0.147	0.216	5.000
RPL9-1	RPL9	1385.333	-0.010	0.413	-0.024	0.932	5.000
ABLIM3-5	ABLIM3	1385.000	0.045	0.413	0.110	0.342	5.000
ST6GAL2-4	ST6GAL2	1384.333	0.109	0.413	0.263	0.136	5.000
ACSL6-2	ACSL6	1384.000	0.329	0.413	0.797	0.371	5.000
IRF2BPL-3	IRF2BPL	1383.667	0.075	0.413	0.181	0.426	5.000
LRFN2-2	LRFN2	1383.667	-0.082	0.413	-0.198	0.182	5.000
HS3ST4-1	HS3ST4	1383.667	0.028	0.413	0.068	0.356	5.000
FOXRED2-4	FOXRED2	1383.000	0.091	0.413	0.221	0.168	5.000
MICB-5	MICB	1382.667	0.306	0.413	0.741	0.480	5.000
SWT1-2	SWT1	1382.333	0.178	0.413	0.432	0.331	5.000
ZMYM5-4	ZMYM5	1382.000	-0.207	0.413	-0.500	0.247	5.000
chr3_4	chr3_4	1382.000	0.087	0.413	0.211	0.000	1.000
chr12_7	chr12_7	1381.667	-0.058	0.416	-0.140	0.000	1.000
MORN4-4	MORN4	1381.667	0.060	0.416	0.145	0.158	5.000
LRFN2-4	LRFN2	1381.667	0.046	0.416	0.111	0.182	5.000
USP38-2	USP38	1381.333	-0.120	0.416	-0.287	0.208	5.000
ADAM7-3	ADAM7	1381.000	0.080	0.416	0.192	0.218	5.000
ADAM7-4	ADAM7	1379.667	-0.011	0.416	-0.027	0.218	5.000
chr6_6	chr6_6	1378.667	0.222	0.416	0.533	0.000	1.000
ATP9A-3	ATP9A	1378.667	-0.102	0.416	-0.245	0.212	5.000
RAPH1-5	RAPH1	1378.667	-0.257	0.416	-0.616	0.260	5.000
MAP1LC3B2-3	MAP1LC3B2	1378.333	-0.081	0.416	-0.195	0.216	5.000
SHCBP1L-3	SHCBP1L	1378.333	0.159	0.416	0.381	0.223	5.000
SLC16A13-3	SLC16A13	1377.333	-0.177	0.416	-0.425	0.161	5.000
KLLN-4	KLLN	1377.000	0.007	0.416	0.016	0.239	5.000
CST1-3	CST1	1377.000	-0.237	0.416	-0.569	0.313	5.000
HDHD3-2	HDHD3	1376.333	-0.189	0.416	-0.453	0.479	5.000
LYZL1-1	LYZL1	1376.333	0.040	0.416	0.097	0.337	5.000
MSH5-4	MSH5	1376.333	0.027	0.416	0.064	0.442	5.000
ACE2-2	ACE2	1376.000	0.130	0.416	0.312	0.292	5.000
PDF-1	PDF	1375.333	0.180	0.416	0.433	0.386	5.000
NFKBID-5	NFKBID	1374.333	-0.375	0.416	-0.901	0.480	5.000
chr2_9	chr2_9	1374.333	0.225	0.416	0.540	0.000	1.000
LYSMD3-2	LYSMD3	1373.667	0.164	0.416	0.395	0.342	5.000
MYOM2-3	MYOM2	1373.667	-0.103	0.416	-0.248	0.249	5.000
ZNF200-5	ZNF200	1373.333	-0.013	0.416	-0.032	0.219	5.000
TRHDE-5	TRHDE	1373.000	0.070	0.416	0.167	0.183	5.000
GPR87-2	GPR87	1372.667	-0.092	0.416	-0.222	0.259	5.000
SLC39A5-2	SLC39A5	1372.000	-0.006	0.416	-0.015	0.255	5.000
SLC51B-2	SLC51B	1371.333	0.034	0.416	0.082	0.175	5.000
ETV3L-3	ETV3L	1370.667	0.229	0.416	0.549	0.381	5.000
PRSS23-5	PRSS23	1369.333	0.119	0.416	0.286	0.218	5.000
HPN-2	HPN	1369.000	-0.070	0.416	-0.169	0.473	5.000
CPNE9-4	CPNE9	1369.000	0.128	0.416	0.307	0.335	5.000
PHC3-3	PHC3	1368.000	0.049	0.416	0.119	0.177	5.000
chr6_5	chr6_5	1367.333	0.053	0.416	0.128	0.000	1.000
PABPC4-4	PABPC4	1366.667	0.116	0.416	0.279	0.292	5.000
ADH4-5	ADH4	1366.333	0.123	0.416	0.296	0.257	5.000
EP300-3	EP300	1366.333	0.772	0.416	1.855	0.496	5.000
ASCL2-2	ASCL2	1366.333	0.208	0.416	0.501	0.164	5.000
ZFAND2A-4	ZFAND2A	1365.333	-0.306	0.416	-0.735	0.446	5.000
RPL35A-3	RPL35A	1365.000	-0.192	0.416	-0.460	1.121	5.000
GCG-2	GCG	1364.667	0.075	0.416	0.180	0.222	5.000
CHST4-5	CHST4	1364.667	-0.169	0.416	-0.407	0.187	5.000
NUP93-5	NUP93	1364.333	-0.154	0.416	-0.371	1.278	5.000
CNTNAP4-5	CNTNAP4	1363.667	-0.017	0.416	-0.042	0.328	5.000
SMAD2-2	SMAD2	1363.333	0.107	0.416	0.257	0.154	5.000
KANK3-3	KANK3	1363.333	-0.433	0.416	-1.040	0.445	5.000
chr18_7	chr18_7	1362.667	0.107	0.416	0.258	0.000	1.000
SDCCAG3-1	SDCCAG3	1362.000	-0.143	0.416	-0.342	0.140	5.000
ZBTB18-1	ZBTB18	1361.667	-0.109	0.416	-0.261	0.315	5.000
UCN2-5	UCN2	1361.667	0.057	0.416	0.138	0.246	5.000
STRN3-2	STRN3	1361.333	-0.263	0.416	-0.632	0.463	5.000
LMOD3-2	LMOD3	1360.667	0.065	0.416	0.156	0.190	5.000
NCOA1-4	NCOA1	1360.000	-0.245	0.416	-0.588	0.413	5.000
PCTP-2	PCTP	1358.333	0.107	0.416	0.258	0.227	5.000
CREB3L2-3	CREB3L2	1357.667	-0.239	0.416	-0.573	0.529	5.000
AGR2-1	AGR2	1357.333	-0.058	0.416	-0.140	0.227	5.000
PRR11-5	PRR11	1356.667	-0.158	0.416	-0.381	0.130	5.000
FANCA-4	FANCA	1354.667	-0.887	0.416	-2.130	0.625	5.000
DRD2-3	DRD2	1354.667	-0.007	0.416	-0.017	0.245	5.000
USP18-3	USP18	1354.667	0.085	0.416	0.203	0.849	5.000
HIST1H2BH-1	HIST1H2BH	1354.333	-0.049	0.416	-0.117	0.404	5.000
CEP68-4	CEP68	1353.667	-0.367	0.416	-0.882	0.531	5.000
chr2_8	chr2_8	1353.667	-0.109	0.416	-0.261	0.000	1.000
APITD1-3	APITD1	1353.667	-0.851	0.416	-2.045	0.297	5.000
CCDC69-5	CCDC69	1353.333	0.023	0.416	0.055	0.178	5.000
AAGAB-1	AAGAB	1353.000	-2.352	0.416	-5.649	2.649	5.000
TYMSOS-1	TYMSOS	1352.000	-0.068	0.416	-0.162	0.263	5.000
AAGAB-2	AAGAB	1351.333	-1.568	0.416	-3.767	2.649	5.000
GCC2-4	GCC2	1349.667	0.119	0.416	0.286	0.216	5.000
chr4_8	chr4_8	1349.333	0.263	0.416	0.631	0.000	1.000
CAMK1D-2	CAMK1D	1349.333	0.274	0.416	0.658	0.276	5.000
LY6G5C-1	LY6G5C	1349.333	0.232	0.416	0.557	0.260	5.000
MGAT3-2	MGAT3	1348.000	0.005	0.416	0.013	0.231	5.000
IHH-2	IHH	1347.667	0.128	0.416	0.308	0.296	4.000
ZFAND2A-5	ZFAND2A	1347.667	0.271	0.416	0.650	0.446	5.000
chr2_7	chr2_7	1347.333	0.242	0.416	0.580	0.000	1.000
ATP9A-2	ATP9A	1347.333	-0.123	0.416	-0.296	0.212	5.000
GGT7-3	GGT7	1346.000	-0.148	0.416	-0.355	0.283	5.000
USP18-5	USP18	1346.000	-0.233	0.416	-0.560	0.849	5.000
HPGD-5	HPGD	1346.000	0.260	0.416	0.624	0.395	5.000
MAD2L1BP-3	MAD2L1BP	1346.000	-0.379	0.416	-0.911	0.492	5.000
GJC3-1	GJC3	1345.667	0.006	0.416	0.014	0.310	5.000
PSMC1-3	PSMC1	1344.667	-0.253	0.416	-0.607	0.531	5.000
TRIM7-1	TRIM7	1344.333	-0.002	0.416	-0.004	0.332	5.000
NMUR2-1	NMUR2	1344.333	-0.033	0.416	-0.079	0.276	5.000
chr17_1	chr17_1	1342.000	-0.207	0.416	-0.498	0.000	1.000
CLDN7-2	CLDN7	1340.000	-0.318	0.416	-0.763	0.392	5.000
HYPM-5	HYPM	1340.000	0.262	0.416	0.630	0.279	5.000
HPN-1	HPN	1339.333	-0.441	0.416	-1.058	0.473	5.000
CEP68-2	CEP68	1339.333	0.073	0.416	0.175	0.531	5.000
FAIM-3	FAIM	1339.000	-0.308	0.416	-0.739	0.401	5.000
ZNF345-5	ZNF345	1338.667	-0.237	0.416	-0.570	0.547	5.000
PMS2-3	PMS2	1337.333	0.189	0.416	0.454	0.491	5.000
IHH-1	IHH	1336.333	-0.148	0.416	-0.355	0.296	4.000
PRR11-2	PRR11	1335.667	-0.056	0.416	-0.135	0.130	5.000
EPDR1-3	EPDR1	1335.333	0.000	0.416	0.000	0.164	5.000
OR6N2-1	OR6N2	1335.333	0.112	0.416	0.270	0.319	5.000
chr13_3	chr13_3	1333.333	0.233	0.416	0.559	0.000	1.000
PCGF1-5	PCGF1	1332.667	0.046	0.416	0.111	0.221	5.000
PEX10-3	PEX10	1332.333	-0.967	0.416	-2.324	0.209	5.000
COPS2-1	COPS2	1331.667	-1.043	0.416	-2.505	0.856	5.000
NT5C3B-1	NT5C3B	1331.333	-0.458	0.416	-1.101	0.478	5.000
STRN3-5	STRN3	1331.333	0.024	0.416	0.058	0.463	5.000
RNF220-1	RNF220	1331.000	0.127	0.416	0.304	0.165	5.000
chr11_10	chr11_10	1330.667	0.304	0.416	0.730	0.000	1.000
KIAA1804-2	KIAA1804	1330.000	-0.139	0.416	-0.334	0.245	5.000
SOCS7-3	SOCS7	1328.667	-0.223	0.416	-0.535	0.484	5.000
QPRT-1	QPRT	1328.000	-0.014	0.416	-0.034	0.352	5.000
MLXIPL-3	MLXIPL	1327.333	-0.342	0.416	-0.822	0.240	5.000
IGFLR1-5	IGFLR1	1327.000	-0.044	0.416	-0.105	0.221	5.000
chr12_9	chr12_9	1326.667	0.078	0.416	0.188	0.000	1.000
chr6_4	chr6_4	1323.333	-0.019	0.416	-0.046	0.000	1.000
GTPBP10-4	GTPBP10	1323.333	-1.324	0.416	-3.180	1.252	5.000
SMIM18-4	SMIM18	1321.667	0.093	0.416	0.223	0.143	5.000
LIG1-3	LIG1	1321.333	-0.133	0.416	-0.319	0.538	5.000
FAHD2B-1	FAHD2B	1321.333	0.019	0.416	0.045	0.335	5.000
GUCY2C-3	GUCY2C	1321.333	0.094	0.416	0.226	0.196	5.000
AKAP2-4	AKAP2	1321.000	0.098	0.416	0.235	0.547	5.000
TMEM159-2	TMEM159	1320.667	0.332	0.416	0.798	0.346	5.000
BPIFB6-4	BPIFB6	1320.667	-0.012	0.416	-0.029	0.397	5.000
GAGE12I-4	GAGE12I	1320.667	0.079	0.416	0.189	0.344	5.000
VIPR2-3	VIPR2	1320.333	-0.213	0.416	-0.512	0.176	5.000
CYP4F8-4	CYP4F8	1320.000	0.241	0.416	0.579	0.241	5.000
PLEKHA4-2	PLEKHA4	1319.667	-0.104	0.416	-0.250	0.133	5.000
CYP4F8-5	CYP4F8	1319.333	-0.065	0.416	-0.156	0.241	5.000
OR52E6-1	OR52E6	1319.000	0.213	0.416	0.512	0.267	5.000
PNRC1-5	PNRC1	1318.333	-0.027	0.416	-0.065	0.345	5.000
HYDIN-1	HYDIN	1318.000	0.191	0.416	0.460	0.219	5.000
CDCA7L-3	CDCA7L	1318.000	-0.123	0.416	-0.296	0.224	5.000
KRT40-2	KRT40	1317.333	-0.207	0.416	-0.497	0.177	5.000
MANSC1-1	MANSC1	1316.667	-0.062	0.416	-0.149	0.400	5.000
EIF2AK1-4	EIF2AK1	1316.333	-0.230	0.416	-0.552	0.374	5.000
ATF6B-1	ATF6B	1316.333	-0.071	0.416	-0.172	0.124	5.000
NMUR2-4	NMUR2	1315.667	0.080	0.416	0.191	0.276	5.000
SLC13A2-4	SLC13A2	1314.333	-0.404	0.416	-0.971	0.518	5.000
LIG1-4	LIG1	1314.000	0.070	0.416	0.167	0.538	5.000
TMEM236-2	TMEM236	1314.000	0.122	0.416	0.293	0.259	5.000
chr7_9	chr7_9	1313.667	-0.111	0.416	-0.266	0.000	1.000
DYNLRB1-2	DYNLRB1	1313.667	-1.393	0.416	-3.345	2.289	5.000
chr12_4	chr12_4	1313.667	0.175	0.416	0.420	0.000	1.000
RPL22L1-2	RPL22L1	1313.333	0.001	0.416	0.002	0.129	5.000
LCE6A-3	LCE6A	1313.333	0.284	0.416	0.681	0.448	5.000
chr17_11	chr17_11	1313.000	-0.171	0.416	-0.412	0.000	1.000
ELK1-1	ELK1	1312.667	-0.234	0.416	-0.561	0.932	5.000
MAP1LC3B2-4	MAP1LC3B2	1312.667	0.093	0.416	0.225	0.216	5.000
PABPC4-1	PABPC4	1312.667	-0.107	0.416	-0.257	0.292	5.000
BLM-1	BLM	1312.000	-1.984	0.416	-4.766	1.344	5.000
chr2_1	chr2_1	1311.333	0.051	0.416	0.123	0.000	1.000
SHCBP1L-5	SHCBP1L	1309.333	0.136	0.416	0.328	0.223	5.000
TK2-1	TK2	1309.000	-0.181	0.416	-0.435	0.284	5.000
SHROOM4-3	SHROOM4	1308.667	0.070	0.416	0.168	0.379	5.000
PEPD-4	PEPD	1308.333	-0.545	0.416	-1.309	0.337	5.000
MLF1-2	MLF1	1307.667	0.261	0.416	0.628	0.233	5.000
chr12_8	chr12_8	1307.000	-0.098	0.416	-0.236	0.000	1.000
DACT2-5	DACT2	1306.667	0.197	0.416	0.474	0.424	5.000
MLF1-1	MLF1	1306.667	0.083	0.416	0.200	0.233	5.000
ABLIM3-2	ABLIM3	1306.333	0.060	0.416	0.144	0.342	5.000
SYTL4-2	SYTL4	1306.000	0.258	0.416	0.619	0.393	5.000
BLM-5	BLM	1306.000	-0.519	0.416	-1.246	1.344	5.000
UGT1A7-4	UGT1A7	1306.000	0.011	0.416	0.027	0.343	5.000
TGFBR2-4	TGFBR2	1306.000	0.153	0.416	0.368	0.106	5.000
TH-5	TH	1305.333	-0.044	0.416	-0.105	0.166	5.000
GSTA1-5	GSTA1	1304.667	0.084	0.416	0.201	0.212	5.000
ERCC6L2-2	ERCC6L2	1304.667	-0.136	0.416	-0.327	0.368	5.000
