	GENE	ctrl_mean_reads	mean_fc	eb_std	zscore	std sgRNAs/gene	numObs
IL15RA-1	IL15RA	1422.000	0.331	0.812	0.408	0.257	5.000
USPL1-2	USPL1	1421.667	-1.772	0.812	-2.183	0.678	5.000
FAM71E1-4	FAM71E1	1421.333	0.070	0.812	0.086	0.153	5.000
MYOM2-2	MYOM2	1421.333	0.132	0.812	0.163	0.164	5.000
CDRT4-1	CDRT4	1421.000	0.202	0.812	0.249	0.088	5.000
CEND1-1	CEND1	1420.333	0.054	0.812	0.066	0.834	5.000
ZNF736-1	ZNF736	1420.333	-0.506	0.812	-0.623	0.432	5.000
LOC643355-1	LOC643355	1419.667	-0.151	0.812	-0.186	0.217	5.000
GLYATL1-4	GLYATL1	1419.333	0.167	0.812	0.205	0.091	5.000
C11orf42-3	C11orf42	1418.000	0.233	0.812	0.287	0.551	5.000
NCOA1-2	NCOA1	1417.667	0.023	0.812	0.029	0.065	5.000
EIF2AK1-1	EIF2AK1	1417.667	0.335	0.812	0.412	0.062	5.000
OR2T33-5	OR2T33	1417.333	-0.149	0.812	-0.183	0.226	5.000
ROCK2-1	ROCK2	1417.000	0.229	0.812	0.282	0.207	5.000
PCGF1-5	PCGF1	1416.667	-0.088	0.812	-0.108	0.072	5.000
CDRT4-2	CDRT4	1416.333	-0.009	0.812	-0.010	0.088	5.000
chr4_1	chr4_1	1416.333	0.132	0.812	0.163	0.000	1.000
HEG1-5	HEG1	1416.000	0.251	0.812	0.309	0.195	5.000
NEU4-1	NEU4	1415.333	0.116	0.812	0.143	0.073	5.000
chr6_4	chr6_4	1415.333	-0.097	0.812	-0.119	0.000	1.000
DNAH3-2	DNAH3	1415.000	-0.025	0.812	-0.030	0.066	5.000
COL14A1-3	COL14A1	1415.000	0.232	0.812	0.285	0.232	5.000
SYTL4-1	SYTL4	1415.000	0.146	0.812	0.180	0.116	5.000
PSMB2-5	PSMB2	1415.000	-3.092	0.812	-3.808	0.429	5.000
ASPRV1-5	ASPRV1	1414.333	0.275	0.812	0.339	0.143	5.000
PCYT1A-1	PCYT1A	1414.000	-0.529	0.812	-0.652	0.491	5.000
ZFAND2A-4	ZFAND2A	1413.000	-0.049	0.812	-0.061	0.126	5.000
FANCG-2	FANCG	1412.667	0.245	0.812	0.302	0.228	5.000
RPS8-1	RPS8	1412.333	-0.126	0.812	-0.155	1.645	5.000
GTF3C2-3	GTF3C2	1412.333	-1.470	0.812	-1.811	0.888	5.000
GABRA2-3	GABRA2	1412.333	0.006	0.812	0.008	0.214	5.000
chr3_2	chr3_2	1412.000	0.061	0.812	0.075	0.000	1.000
POLH-5	POLH	1411.667	0.074	0.812	0.091	0.091	5.000
HPN-3	HPN	1411.333	0.097	0.812	0.120	0.118	5.000
DMC1-3	DMC1	1411.333	0.337	0.812	0.415	0.095	5.000
ACE2-4	ACE2	1411.000	0.330	0.812	0.407	0.092	5.000
SERINC1-5	SERINC1	1411.000	0.074	0.812	0.091	0.120	5.000
DNAJB5-2	DNAJB5	1410.667	-0.184	0.812	-0.226	0.162	5.000
SPTBN1-3	SPTBN1	1410.333	0.267	0.812	0.329	0.133	5.000
HDAC5-3	HDAC5	1410.000	0.154	0.812	0.189	0.221	5.000
HPGD-1	HPGD	1409.667	0.254	0.812	0.313	0.085	5.000
RPS19-2	RPS19	1409.667	-2.981	0.812	-3.671	1.395	5.000
IRF2BPL-2	IRF2BPL	1409.667	0.174	0.812	0.214	0.142	5.000
CEACAM3-3	CEACAM3	1408.667	-0.003	0.812	-0.004	0.207	5.000
FANCM-2	FANCM	1408.333	-0.973	0.812	-1.198	0.677	5.000
CHGA-3	CHGA	1408.333	0.030	0.812	0.037	0.237	5.000
TBX10-2	TBX10	1408.000	0.034	0.812	0.042	0.161	5.000
FAM71E1-2	FAM71E1	1408.000	0.333	0.812	0.410	0.153	5.000
LRFN2-4	LRFN2	1407.667	-0.027	0.812	-0.033	0.109	5.000
chr16_1	chr16_1	1407.667	0.153	0.812	0.188	0.000	1.000
CEMP1-3	CEMP1	1407.000	0.221	0.812	0.272	0.184	5.000
TMEM159-3	TMEM159	1407.000	0.029	0.812	0.036	0.089	5.000
B3GNT5-4	B3GNT5	1406.667	0.043	0.812	0.053	0.175	5.000
MTERF1-4	MTERF1	1406.667	0.208	0.812	0.256	0.298	5.000
CCDC106-1	CCDC106	1406.000	0.062	0.812	0.077	0.118	5.000
SHCBP1L-4	SHCBP1L	1406.000	0.126	0.812	0.155	0.059	5.000
RAD1-1	RAD1	1405.333	-0.695	0.812	-0.856	0.209	5.000
chr18_11	chr18_11	1405.000	0.489	0.812	0.602	0.000	1.000
LRRN1-4	LRRN1	1404.000	0.225	0.812	0.277	0.039	5.000
chr16_6	chr16_6	1404.000	0.048	0.812	0.059	0.000	1.000
RRN3-2	RRN3	1403.333	-1.505	0.812	-1.854	0.698	5.000
PCTP-2	PCTP	1403.333	-0.047	0.812	-0.058	0.158	5.000
PLCL1-1	PLCL1	1401.667	-0.122	0.812	-0.150	0.086	5.000
RPL36-3	RPL36	1401.000	-3.902	0.812	-4.806	1.477	5.000
RPS19-3	RPS19	1401.000	-3.237	0.812	-3.986	1.395	5.000
SLC13A2-4	SLC13A2	1400.333	-0.091	0.812	-0.112	0.185	5.000
NCKIPSD-4	NCKIPSD	1400.000	0.119	0.812	0.147	0.127	5.000
HPRT1-2	HPRT1	1398.333	0.125	0.812	0.154	0.108	5.000
MCRIP2-2	MCRIP2	1398.000	0.022	0.812	0.027	0.077	5.000
GUCY2C-3	GUCY2C	1397.000	-0.080	0.812	-0.099	0.063	5.000
DRD2-4	DRD2	1397.000	0.202	0.812	0.249	0.092	5.000
SRPK3-5	SRPK3	1396.000	0.275	0.812	0.339	0.166	5.000
ACE2-3	ACE2	1396.000	0.395	0.812	0.487	0.092	5.000
chr11_7	chr11_7	1395.667	0.417	0.812	0.513	0.000	1.000
CYP2U1-5	CYP2U1	1394.667	0.212	0.812	0.262	0.111	5.000
TCF19-1	TCF19	1394.333	0.239	0.812	0.294	0.073	5.000
ADH4-4	ADH4	1394.000	0.314	0.812	0.387	0.251	5.000
FOXRED2-5	FOXRED2	1393.333	0.268	0.812	0.329	0.182	5.000
PPIL2-3	PPIL2	1393.333	-2.464	0.812	-3.035	1.278	5.000
PRKG1-2	PRKG1	1393.000	-0.003	0.812	-0.004	0.108	5.000
NCOA1-4	NCOA1	1392.667	-0.034	0.812	-0.042	0.065	5.000
KCNK5-4	KCNK5	1392.333	0.131	0.812	0.162	0.213	5.000
ZNF736-2	ZNF736	1391.333	0.152	0.812	0.187	0.432	5.000
NCKIPSD-3	NCKIPSD	1391.333	0.205	0.812	0.252	0.127	5.000
chr21_11	chr21_11	1390.333	0.033	0.812	0.040	0.000	1.000
FTSJ3-4	FTSJ3	1389.667	-1.290	0.812	-1.589	0.943	5.000
chr21_6	chr21_6	1389.000	0.396	0.812	0.487	0.000	1.000
MOGAT2-4	MOGAT2	1388.667	0.153	0.812	0.189	0.138	5.000
RFC2-4	RFC2	1387.333	-2.116	0.812	-2.606	0.795	5.000
NUP133-3	NUP133	1386.667	-0.788	0.812	-0.970	1.013	5.000
FAHD2B-2	FAHD2B	1386.333	0.134	0.812	0.165	0.511	5.000
COPS8-1	COPS8	1386.333	-0.107	0.812	-0.132	1.063	5.000
KIAA1804-1	KIAA1804	1385.667	0.061	0.812	0.076	0.089	5.000
KIAA0825-5	KIAA0825	1385.000	0.392	0.812	0.483	0.294	5.000
INO80C-5	INO80C	1385.000	0.021	0.812	0.026	0.190	5.000
ADH4-3	ADH4	1384.000	0.444	0.812	0.546	0.251	5.000
CDCA7L-5	CDCA7L	1383.667	0.114	0.812	0.140	0.156	5.000
PHC3-3	PHC3	1383.667	-0.016	0.812	-0.020	0.131	5.000
ELP4-3	ELP4	1383.667	-0.539	0.812	-0.664	0.233	5.000
CDCA7L-2	CDCA7L	1383.333	0.278	0.812	0.343	0.156	5.000
CST1-3	CST1	1383.333	-0.007	0.812	-0.008	0.119	5.000
PRSS23-2	PRSS23	1383.000	0.223	0.812	0.275	0.044	5.000
VEZT-5	VEZT	1383.000	-0.959	0.812	-1.181	0.225	5.000
CEP78-1	CEP78	1382.333	0.029	0.812	0.035	0.515	5.000
RPS9-1	RPS9	1382.333	0.373	0.812	0.460	1.572	5.000
PNMA1-3	PNMA1	1382.333	0.183	0.812	0.225	1.154	5.000
POLR2D-3	POLR2D	1382.000	-2.549	0.812	-3.139	1.497	5.000
POLD3-2	POLD3	1382.000	-2.637	0.812	-3.248	1.938	5.000
TRIM7-1	TRIM7	1381.000	-0.039	0.812	-0.048	0.157	5.000
KIAA1671-4	KIAA1671	1380.333	0.314	0.812	0.387	0.135	5.000
FAM78A-3	FAM78A	1378.333	-0.129	0.812	-0.158	0.141	5.000
DMC1-5	DMC1	1378.000	0.116	0.812	0.143	0.095	5.000
MSH6-4	MSH6	1377.667	0.062	0.812	0.077	0.137	5.000
COPS6-5	COPS6	1377.667	-0.962	0.812	-1.184	0.525	5.000
WNK2-4	WNK2	1377.333	0.044	0.812	0.054	0.155	5.000
NUP98-4	NUP98	1377.333	0.330	0.812	0.407	1.064	5.000
SMAD2-3	SMAD2	1377.000	0.239	0.812	0.294	0.066	5.000
POLR2F-2	POLR2F	1376.667	-0.858	0.812	-1.057	0.721	5.000
KCNK17-5	KCNK17	1376.667	-0.202	0.812	-0.249	0.639	5.000
RIT1-5	RIT1	1376.667	0.209	0.812	0.257	0.114	5.000
KCNN2-3	KCNN2	1376.667	0.075	0.812	0.092	0.147	5.000
MOGAT1-5	MOGAT1	1376.667	0.293	0.812	0.361	0.157	5.000
KRT23-2	KRT23	1374.667	0.155	0.812	0.191	0.552	5.000
EMG1-1	EMG1	1373.667	-1.183	0.812	-1.457	0.576	5.000
KRT40-5	KRT40	1373.667	0.127	0.812	0.156	0.110	5.000
BMP7-3	BMP7	1373.333	0.196	0.812	0.242	0.113	5.000
TK2-5	TK2	1372.667	0.134	0.812	0.164	0.107	5.000
GTPBP10-3	GTPBP10	1372.333	0.187	0.812	0.231	0.192	5.000
MYOM2-5	MYOM2	1371.667	0.244	0.812	0.301	0.164	5.000
HIST1H2AE-4	HIST1H2AE	1371.333	-0.620	0.812	-0.764	0.418	5.000
COPB1-4	COPB1	1371.333	0.306	0.812	0.376	1.213	5.000
SLAMF1-2	SLAMF1	1371.000	0.184	0.812	0.226	0.132	5.000
DEFB116-3	DEFB116	1371.000	0.280	0.812	0.344	0.045	5.000
TTLL2-3	TTLL2	1370.333	0.141	0.812	0.174	0.127	5.000
chr7_2	chr7_2	1370.333	0.058	0.812	0.072	0.000	1.000
POLD3-3	POLD3	1369.667	-4.456	0.812	-5.487	1.938	5.000
MRAP2-2	MRAP2	1369.667	0.284	0.812	0.350	0.191	5.000
RFC5-2	RFC5	1369.333	-3.419	0.812	-4.211	0.678	5.000
RFC5-1	RFC5	1369.000	-2.552	0.812	-3.143	0.678	5.000
DFNB59-5	DFNB59	1368.667	0.084	0.812	0.104	0.456	5.000
POLR2A-1	POLR2A	1368.667	-2.797	0.812	-3.445	1.424	5.000
IGSF22-4	IGSF22	1368.333	0.375	0.812	0.462	0.325	5.000
KRT23-3	KRT23	1368.333	0.356	0.812	0.439	0.552	5.000
NT5C3B-4	NT5C3B	1368.000	0.109	0.812	0.135	0.730	5.000
chr11_2	chr11_2	1367.000	0.183	0.812	0.225	0.000	1.000
CPT2-2	CPT2	1367.000	0.023	0.812	0.029	0.149	5.000
YIPF4-3	YIPF4	1367.000	0.055	0.812	0.068	0.156	5.000
HLA-DOB-3	HLA-DOB	1366.333	-0.077	0.812	-0.095	0.085	5.000
RFC2-5	RFC2	1366.000	-2.360	0.812	-2.906	0.795	5.000
LRFN2-2	LRFN2	1366.000	0.019	0.812	0.023	0.109	5.000
chr15_5	chr15_5	1365.667	-0.106	0.812	-0.131	0.000	1.000
chr17_6	chr17_6	1365.667	0.200	0.812	0.246	0.000	1.000
HPRT1-3	HPRT1	1365.333	0.076	0.812	0.093	0.108	5.000
MAML1-4	MAML1	1365.333	0.305	0.812	0.375	0.100	5.000
chr5_8	chr5_8	1365.000	0.324	0.812	0.399	0.000	1.000
PEPD-5	PEPD	1365.000	-0.287	0.812	-0.354	0.242	5.000
SLC38A5-5	SLC38A5	1363.667	0.126	0.812	0.155	0.070	5.000
ATF6B-1	ATF6B	1363.667	-0.051	0.812	-0.063	0.144	5.000
NCKIPSD-5	NCKIPSD	1363.333	0.074	0.812	0.091	0.127	5.000
PSMC4-2	PSMC4	1363.333	-0.963	0.812	-1.186	1.689	5.000
TMEM30A-4	TMEM30A	1363.000	-0.084	0.812	-0.103	0.385	5.000
SWT1-1	SWT1	1363.000	0.204	0.812	0.252	0.145	5.000
chr10_2	chr10_2	1362.333	0.134	0.812	0.165	0.000	1.000
KRT40-4	KRT40	1362.000	0.192	0.812	0.237	0.110	5.000
CKM-1	CKM	1361.667	0.174	0.812	0.214	0.179	5.000
HPN-1	HPN	1359.333	-0.021	0.812	-0.026	0.118	5.000
KCNN2-1	KCNN2	1359.333	0.369	0.812	0.455	0.147	5.000
NUP205-5	NUP205	1359.000	-3.726	0.812	-4.589	1.681	5.000
NEUROD2-4	NEUROD2	1359.000	0.093	0.812	0.115	0.157	5.000
CLEC14A-4	CLEC14A	1359.000	0.312	0.812	0.384	0.085	5.000
TTC33-4	TTC33	1358.667	0.147	0.812	0.181	0.098	5.000
chr17_1	chr17_1	1358.667	-0.018	0.812	-0.022	0.000	1.000
COPB1-3	COPB1	1358.333	-2.784	0.812	-3.429	1.213	5.000
KHDRBS3-5	KHDRBS3	1358.000	0.234	0.812	0.288	0.129	5.000
ERCC6L2-2	ERCC6L2	1358.000	-0.058	0.812	-0.071	0.120	5.000
RAD1-2	RAD1	1357.667	-0.940	0.812	-1.158	0.209	5.000
ZSCAN31-3	ZSCAN31	1357.333	0.354	0.812	0.436	0.107	5.000
ZFAND2A-3	ZFAND2A	1357.333	0.248	0.812	0.306	0.126	5.000
ALDH1A3-1	ALDH1A3	1356.667	0.143	0.812	0.176	0.130	5.000
MICB-2	MICB	1356.667	-0.106	0.812	-0.130	0.274	5.000
DNTTIP1-2	DNTTIP1	1356.667	-0.146	0.812	-0.180	0.400	5.000
IL15RA-2	IL15RA	1356.333	0.517	0.812	0.637	0.257	5.000
HNRNPL-2	HNRNPL	1356.000	-2.225	0.812	-2.740	0.749	5.000
CDKN1A-5	CDKN1A	1356.000	0.270	0.812	0.332	0.142	5.000
CAMK1D-2	CAMK1D	1355.667	-0.007	0.812	-0.008	0.096	5.000
CEACAM20-1	CEACAM20	1355.333	-0.443	0.812	-0.545	0.256	5.000
SMIM18-3	SMIM18	1354.000	0.106	0.812	0.131	0.041	5.000
KIAA1671-2	KIAA1671	1354.000	0.143	0.812	0.176	0.135	5.000
RPS27-5	RPS27	1353.667	-1.099	0.812	-1.354	1.020	5.000
NEURL1-1	NEURL1	1353.667	0.051	0.812	0.062	0.213	5.000
XPA-4	XPA	1353.333	-0.230	0.812	-0.284	0.324	5.000
chr13_5	chr13_5	1353.333	0.130	0.812	0.160	0.000	1.000
TOM1L2-5	TOM1L2	1353.000	0.199	0.812	0.245	0.104	5.000
DRD2-5	DRD2	1353.000	0.279	0.812	0.344	0.092	5.000
RBPJL-1	RBPJL	1352.667	0.043	0.812	0.053	0.073	5.000
TTC33-2	TTC33	1352.667	0.265	0.812	0.327	0.098	5.000
TTLL2-5	TTLL2	1351.667	0.277	0.812	0.342	0.127	5.000
OGFOD1-3	OGFOD1	1351.333	-0.185	0.812	-0.227	0.108	5.000
FGF20-5	FGF20	1351.000	0.212	0.812	0.261	0.117	5.000
BCL2L10-4	BCL2L10	1350.333	-0.104	0.812	-0.128	0.191	5.000
SLC51B-5	SLC51B	1350.333	0.230	0.812	0.283	0.121	5.000
SPZ1-3	SPZ1	1350.000	0.338	0.812	0.416	0.122	5.000
EEF1B2-3	EEF1B2	1349.667	0.066	0.812	0.082	0.547	5.000
PANO1-3	PANO1	1349.333	0.107	0.812	0.132	0.082	5.000
COL4A6-2	COL4A6	1349.333	0.370	0.812	0.456	0.048	5.000
RPA1-5	RPA1	1349.000	0.338	0.812	0.416	2.688	5.000
COL4A6-5	COL4A6	1348.667	0.395	0.812	0.486	0.048	5.000
OR2A14-5	OR2A14	1348.667	0.183	0.812	0.226	0.080	5.000
SDCCAG3-3	SDCCAG3	1348.333	-0.371	0.812	-0.457	0.291	5.000
ARFGAP3-1	ARFGAP3	1348.333	0.128	0.812	0.158	0.062	5.000
ST6GAL2-5	ST6GAL2	1348.000	-0.142	0.812	-0.175	0.153	5.000
FOXO1-2	FOXO1	1348.000	0.218	0.812	0.269	0.250	5.000
chr20_2	chr20_2	1347.667	0.185	0.812	0.228	0.000	1.000
C15orf40-5	C15orf40	1347.333	-0.187	0.812	-0.231	0.198	5.000
GSTA1-3	GSTA1	1347.333	-0.056	0.812	-0.069	0.551	5.000
PEPD-4	PEPD	1347.333	-0.042	0.812	-0.052	0.242	5.000
UCN2-5	UCN2	1347.333	0.015	0.812	0.019	0.142	5.000
CNTNAP4-5	CNTNAP4	1347.000	0.018	0.812	0.022	0.092	5.000
TMPRSS13-2	TMPRSS13	1347.000	0.266	0.812	0.328	0.044	5.000
MSH5-4	MSH5	1346.667	0.031	0.812	0.039	0.242	5.000
NCK2-3	NCK2	1346.000	-0.155	0.812	-0.191	0.170	5.000
SHC2-2	SHC2	1345.333	-0.345	0.812	-0.425	0.288	5.000
GBP2-5	GBP2	1344.667	-0.045	0.812	-0.055	0.089	5.000
WIPF1-5	WIPF1	1344.667	0.204	0.812	0.251	0.088	5.000
chr6_6	chr6_6	1344.333	0.036	0.812	0.045	0.000	1.000
ASPRV1-2	ASPRV1	1344.333	0.094	0.812	0.116	0.143	5.000
SLC39A5-2	SLC39A5	1344.000	0.030	0.812	0.037	0.468	5.000
KIAA1671-3	KIAA1671	1343.667	0.294	0.812	0.363	0.135	5.000
CYP24A1-3	CYP24A1	1343.667	0.362	0.812	0.446	0.115	5.000
TESK1-1	TESK1	1343.000	-0.608	0.812	-0.749	0.386	5.000
chr15_3	chr15_3	1342.333	0.370	0.812	0.456	0.000	1.000
PSMD11-2	PSMD11	1341.667	-3.675	0.812	-4.526	1.817	5.000
LIPG-4	LIPG	1341.333	0.246	0.812	0.303	0.136	5.000
SLC13A2-3	SLC13A2	1341.333	0.330	0.812	0.406	0.185	5.000
PRPS2-2	PRPS2	1341.000	0.264	0.812	0.325	0.060	5.000
KDM3A-5	KDM3A	1341.000	0.068	0.812	0.084	0.195	5.000
PLCB2-3	PLCB2	1341.000	0.173	0.812	0.213	0.294	5.000
AMER3-4	AMER3	1340.667	-0.218	0.812	-0.268	0.918	5.000
C2orf16-2	C2orf16	1340.667	0.137	0.812	0.168	0.079	5.000
LYPD8-4	LYPD8	1340.667	0.223	0.812	0.274	0.117	5.000
chr8_3	chr8_3	1340.333	0.154	0.812	0.190	0.000	1.000
ZBTB18-5	ZBTB18	1339.667	0.345	0.812	0.425	0.137	5.000
GGA3-5	GGA3	1339.667	0.204	0.812	0.252	0.153	5.000
BPIFB6-2	BPIFB6	1339.333	0.071	0.812	0.087	0.110	5.000
POLR2F-3	POLR2F	1339.333	-1.442	0.812	-1.776	0.721	5.000
GSTA1-4	GSTA1	1338.667	-1.095	0.812	-1.349	0.551	5.000
TGIF2-4	TGIF2	1338.667	0.105	0.812	0.129	0.127	5.000
LYPD5-1	LYPD5	1338.667	0.252	0.812	0.310	0.134	5.000
CDX1-2	CDX1	1338.333	0.233	0.812	0.287	0.082	5.000
COPS6-2	COPS6	1338.333	-1.376	0.812	-1.694	0.525	5.000
LYPD8-1	LYPD8	1338.000	0.322	0.812	0.396	0.117	5.000
CPT2-3	CPT2	1338.000	-0.131	0.812	-0.162	0.149	5.000
CPNE9-1	CPNE9	1338.000	0.098	0.812	0.121	0.285	5.000
CYP24A1-1	CYP24A1	1337.667	0.313	0.812	0.385	0.115	5.000
SCCPDH-3	SCCPDH	1337.667	0.351	0.812	0.432	0.105	5.000
XPA-5	XPA	1337.000	-0.126	0.812	-0.155	0.324	5.000
SYTL4-2	SYTL4	1337.000	-0.034	0.812	-0.042	0.116	5.000
DTHD1-1	DTHD1	1337.000	0.128	0.812	0.158	0.086	5.000
NME5-1	NME5	1336.667	-0.039	0.812	-0.048	0.230	5.000
NMUR2-3	NMUR2	1336.333	0.284	0.812	0.350	0.126	5.000
RAB2B-2	RAB2B	1336.000	0.161	0.812	0.198	0.058	5.000
PRSS23-3	PRSS23	1335.667	0.205	0.812	0.253	0.044	5.000
TNFSF9-2	TNFSF9	1335.333	-0.042	0.812	-0.052	0.120	5.000
RMI1-3	RMI1	1335.333	0.057	0.812	0.071	0.133	5.000
ALKBH6-5	ALKBH6	1335.000	-0.097	0.812	-0.120	0.083	5.000
HOXD10-1	HOXD10	1334.667	-0.224	0.812	-0.275	0.135	5.000
chr17_7	chr17_7	1334.000	0.263	0.812	0.324	0.000	1.000
POLE-3	POLE	1334.000	-3.323	0.812	-4.092	1.564	5.000
RPL11-3	RPL11	1334.000	-2.687	0.812	-3.309	1.138	5.000
MROH2B-5	MROH2B	1334.000	0.246	0.812	0.303	0.129	5.000
TTLL2-4	TTLL2	1333.333	0.187	0.812	0.230	0.127	5.000
OIT3-2	OIT3	1332.667	0.212	0.812	0.261	0.139	5.000
chr12_2	chr12_2	1332.333	0.256	0.812	0.315	0.000	1.000
PNRC1-1	PNRC1	1332.000	0.122	0.812	0.150	0.178	5.000
CYP2U1-2	CYP2U1	1331.000	0.227	0.812	0.280	0.111	5.000
RFC4-5	RFC4	1331.000	-2.967	0.812	-3.654	1.081	5.000
USPL1-3	USPL1	1330.667	-0.876	0.812	-1.079	0.678	5.000
LYZL1-1	LYZL1	1330.667	0.049	0.812	0.060	0.231	5.000
ATP9A-2	ATP9A	1330.667	0.018	0.812	0.022	0.122	5.000
KANK3-5	KANK3	1330.667	-0.090	0.812	-0.111	0.132	5.000
CEP68-5	CEP68	1330.667	0.215	0.812	0.264	0.320	5.000
EGF-3	EGF	1330.333	0.275	0.812	0.339	0.211	5.000
FANCM-5	FANCM	1330.000	-1.207	0.812	-1.486	0.677	5.000
FAM217A-3	FAM217A	1329.333	0.256	0.812	0.315	0.092	5.000
CEACAM5-4	CEACAM5	1329.000	-0.338	0.812	-0.416	0.298	5.000
MLH3-1	MLH3	1328.333	0.103	0.812	0.127	0.178	5.000
IGFLR1-5	IGFLR1	1328.000	-0.001	0.812	-0.001	0.178	5.000
GPR87-2	GPR87	1328.000	0.048	0.812	0.059	0.173	5.000
STRN3-2	STRN3	1328.000	0.036	0.812	0.044	0.239	5.000
MSH2-1	MSH2	1328.000	-0.031	0.812	-0.038	0.177	5.000
OR52E6-4	OR52E6	1328.000	0.443	0.812	0.545	0.142	5.000
THPO-2	THPO	1327.667	0.090	0.812	0.111	0.141	5.000
TSPAN6-5	TSPAN6	1327.667	0.256	0.812	0.315	0.135	5.000
DRD2-2	DRD2	1327.000	0.197	0.812	0.243	0.092	5.000
MRPS26-1	MRPS26	1326.333	-0.156	0.812	-0.192	0.157	5.000
PNRC1-5	PNRC1	1325.667	-0.008	0.812	-0.010	0.178	5.000
chr6_5	chr6_5	1325.000	0.045	0.812	0.056	0.000	1.000
chr10_8	chr10_8	1324.333	0.255	0.812	0.315	0.000	1.000
B3GALNT1-4	B3GALNT1	1324.000	-0.053	0.812	-0.066	0.165	5.000
APITD1-1	APITD1	1324.000	-0.353	0.812	-0.434	0.201	5.000
AAGAB-1	AAGAB	1323.667	0.032	0.812	0.039	0.172	5.000
GTF3C2-1	GTF3C2	1323.667	-0.026	0.812	-0.032	0.888	5.000
POLD4-1	POLD4	1323.333	-0.234	0.816	-0.287	0.127	5.000
LMOD3-5	LMOD3	1323.333	0.356	0.816	0.436	0.117	5.000
CCDC97-2	CCDC97	1322.000	-0.120	0.816	-0.147	0.173	5.000
FOXRED2-3	FOXRED2	1322.000	-0.100	0.816	-0.123	0.182	5.000
KIF20B-4	KIF20B	1321.667	0.103	0.816	0.126	0.154	5.000
chr18_8	chr18_8	1321.667	0.207	0.816	0.254	0.000	1.000
HOXD10-4	HOXD10	1321.333	-0.039	0.816	-0.047	0.135	5.000
CCDC106-3	CCDC106	1321.000	0.117	0.816	0.144	0.118	5.000
PFKL-3	PFKL	1320.667	0.115	0.816	0.141	0.070	5.000
SNX30-4	SNX30	1320.000	-0.021	0.816	-0.026	0.112	5.000
DENND6A-1	DENND6A	1319.000	0.172	0.816	0.211	0.011	4.000
TRIM36-2	TRIM36	1318.667	0.138	0.816	0.170	0.122	5.000
RHOG-2	RHOG	1318.333	0.077	0.816	0.095	0.135	5.000
CCR1-1	CCR1	1318.000	0.381	0.816	0.467	0.258	5.000
KANK3-4	KANK3	1317.333	0.122	0.816	0.150	0.132	5.000
RPA2-3	RPA2	1316.667	-1.659	0.816	-2.033	1.716	5.000
chr1_11	chr1_11	1316.333	0.123	0.816	0.151	0.000	1.000
SOCS7-3	SOCS7	1316.000	0.014	0.816	0.017	0.134	5.000
CDHR5-3	CDHR5	1316.000	0.165	0.816	0.202	0.140	5.000
PDF-1	PDF	1315.333	0.064	0.816	0.079	0.160	5.000
COL14A1-4	COL14A1	1315.333	-0.244	0.816	-0.298	0.232	5.000
PRRC2A-4	PRRC2A	1314.333	0.166	0.816	0.204	0.339	5.000
GABRB1-4	GABRB1	1314.000	-0.120	0.816	-0.147	0.190	5.000
TMEM30A-3	TMEM30A	1313.667	-0.469	0.816	-0.575	0.385	5.000
HIST3H2BB-3	HIST3H2BB	1313.333	-0.565	0.816	-0.692	0.491	5.000
COPS2-2	COPS2	1312.667	-0.495	0.818	-0.606	0.686	5.000
CRHR2-2	CRHR2	1312.667	0.132	0.818	0.161	0.113	5.000
TNFSF9-5	TNFSF9	1312.667	-0.084	0.818	-0.103	0.120	5.000
RPL3-1	RPL3	1312.000	-0.535	0.818	-0.655	0.724	5.000
NMUR2-1	NMUR2	1312.000	0.035	0.818	0.043	0.126	5.000
chr11_6	chr11_6	1312.000	-0.067	0.818	-0.082	0.000	1.000
CKM-4	CKM	1311.667	0.193	0.818	0.236	0.179	5.000
MTERF1-3	MTERF1	1311.333	-0.511	0.818	-0.625	0.298	5.000
HSFY1-4	HSFY1	1310.667	0.229	0.818	0.280	0.102	5.000
EYA1-4	EYA1	1310.667	0.180	0.818	0.220	0.223	5.000
CKM-5	CKM	1310.333	-0.117	0.818	-0.143	0.179	5.000
ADAM9-2	ADAM9	1310.333	0.154	0.818	0.188	0.091	5.000
TBC1D9-1	TBC1D9	1309.667	0.395	0.818	0.483	0.112	5.000
PCNA-4	PCNA	1309.000	-3.257	0.818	-3.983	1.075	5.000
NCKIPSD-1	NCKIPSD	1309.000	-0.110	0.818	-0.135	0.127	5.000
KRT40-2	KRT40	1308.000	0.010	0.818	0.013	0.110	5.000
chr9_2	chr9_2	1307.667	0.140	0.818	0.171	0.000	1.000
FANCA-4	FANCA	1307.667	0.051	0.818	0.062	1.114	5.000
RPS3A-2	RPS3A	1306.333	-0.104	0.818	-0.127	0.735	5.000
ADH4-5	ADH4	1306.000	0.065	0.818	0.080	0.251	5.000
RPS11-4	RPS11	1306.000	-0.274	0.818	-0.335	1.071	5.000
ST6GAL2-4	ST6GAL2	1306.000	0.084	0.818	0.103	0.153	5.000
TYMSOS-2	TYMSOS	1305.667	0.330	0.818	0.403	0.074	5.000
SORBS1-1	SORBS1	1305.667	0.165	0.818	0.202	0.390	5.000
BPIFB6-1	BPIFB6	1305.333	0.136	0.818	0.166	0.110	5.000
POLE-1	POLE	1305.333	-5.110	0.818	-6.249	1.564	5.000
chr9_8	chr9_8	1305.000	0.338	0.818	0.414	0.000	1.000
